analytic_random_trajectory_burden,observed_learned_trajectory_burden,oracle_bad_row_trajectory_burden,policy_id,row_budget,split_seed
0.3039298798049935,0.03278688524590164,0.11475409836065574,next_step_bad::logistic_regression::prefix_position_only,0.01,20250624
0.50174879992569,0.07650273224043716,0.18032786885245902,next_step_bad::logistic_regression::prefix_position_only,0.02,20250624
0.7975792337964325,0.1912568306010929,0.3989071038251366,next_step_bad::logistic_regression::prefix_position_only,0.05,20250624
0.9447163396741609,0.3770491803278688,0.3989071038251366,next_step_bad::logistic_regression::prefix_position_only,0.1,20250624
0.9933353076007011,0.6284153005464481,0.3989071038251366,next_step_bad::logistic_regression::prefix_position_only,0.2,20250624
0.3039298798049935,0.12568306010928962,0.11475409836065574,next_step_bad::logistic_regression::non_position_history_only,0.01,20250624
0.50174879992569,0.15846994535519127,0.18032786885245902,next_step_bad::logistic_regression::non_position_history_only,0.02,20250624
0.7975792337964325,0.4972677595628415,0.3989071038251366,next_step_bad::logistic_regression::non_position_history_only,0.05,20250624
0.9447163396741609,0.6721311475409836,0.3989071038251366,next_step_bad::logistic_regression::non_position_history_only,0.1,20250624
0.9933353076007011,0.9453551912568307,0.3989071038251366,next_step_bad::logistic_regression::non_position_history_only,0.2,20250624
0.3039298798049935,0.12021857923497267,0.11475409836065574,next_step_bad::logistic_regression::all_structured,0.01,20250624
0.50174879992569,0.18032786885245902,0.18032786885245902,next_step_bad::logistic_regression::all_structured,0.02,20250624
0.7975792337964325,0.45901639344262296,0.3989071038251366,next_step_bad::logistic_regression::all_structured,0.05,20250624
0.9447163396741609,0.6229508196721312,0.3989071038251366,next_step_bad::logistic_regression::all_structured,0.1,20250624
0.9933353076007011,0.8524590163934426,0.3989071038251366,next_step_bad::logistic_regression::all_structured,0.2,20250624
0.3039298798049935,0.0546448087431694,0.11475409836065574,next_step_bad::gradient_boosting::all_structured,0.01,20250624
0.50174879992569,0.16939890710382513,0.18032786885245902,next_step_bad::gradient_boosting::all_structured,0.02,20250624
0.7975792337964325,0.43169398907103823,0.3989071038251366,next_step_bad::gradient_boosting::all_structured,0.05,20250624
0.9447163396741609,0.7650273224043715,0.3989071038251366,next_step_bad::gradient_boosting::all_structured,0.1,20250624
0.9933353076007011,0.9508196721311475,0.3989071038251366,next_step_bad::gradient_boosting::all_structured,0.2,20250624
0.3039298798049935,0.07650273224043716,0.11475409836065574,next_step_bad::hist_gradient_boosting::all_plus_interactions,0.01,20250624
0.50174879992569,0.18032786885245902,0.18032786885245902,next_step_bad::hist_gradient_boosting::all_plus_interactions,0.02,20250624
0.7975792337964325,0.48633879781420764,0.3989071038251366,next_step_bad::hist_gradient_boosting::all_plus_interactions,0.05,20250624
0.9447163396741609,0.7704918032786885,0.3989071038251366,next_step_bad::hist_gradient_boosting::all_plus_interactions,0.1,20250624
0.9933353076007011,0.907103825136612,0.3989071038251366,next_step_bad::hist_gradient_boosting::all_plus_interactions,0.2,20250624
0.3039298798049935,0.09289617486338798,0.11475409836065574,next_step_bad::random_forest::all_structured,0.01,20250624
0.50174879992569,0.18032786885245902,0.18032786885245902,next_step_bad::random_forest::all_structured,0.02,20250624
0.7975792337964325,0.4644808743169399,0.3989071038251366,next_step_bad::random_forest::all_structured,0.05,20250624
0.9447163396741609,0.7540983606557377,0.3989071038251366,next_step_bad::random_forest::all_structured,0.1,20250624
0.9933353076007011,0.8852459016393442,0.3989071038251366,next_step_bad::random_forest::all_structured,0.2,20250624
0.29900774147003145,0.01092896174863388,0.10382513661202186,next_step_bad::logistic_regression::prefix_position_only,0.01,20250625
0.49531344253521414,0.02185792349726776,0.18579234972677597,next_step_bad::logistic_regression::prefix_position_only,0.02,20250625
0.7931652794554235,0.04371584699453552,0.3879781420765027,next_step_bad::logistic_regression::prefix_position_only,0.05,20250625
